additional_info,amenities,check_in_date,check_out_date,city,country,crawl_date,description,highlight_value,hotel_star_rating,image_count,image_urls,internet,landmark,latitude,longitude,occupancy,pageurl,property_address,property_id,property_name,property_type,qts,query_time_stamp,room_price,room_types,search_term,service_value,similar_hotel,sitename,things_to_do,things_to_note,uniq_id,has_elevator,has_security,diaspora_score
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? The holy city of Varanasi, on the banks of River Ganga, draws tourists from all over the world. At the helm of this chaos, a short walk along the rivers edge, is a small hotel, Palace on Steps. Located 4 km from the city centre, the hotel offers easy access to attractions such as the Holy Ganges, Astronomical Observatory, Bangali Tola, Dasaswamedh Ghat, Gyan Kupor Well, and Vishwanath Temple. 15 well furnished rooms provide basic amenities required for a hassle-free stay. The rooftop restaurant caters delicious Indian dishes with a diverse vegetarian menu. Basic facilities like a travel desk, laundry service, and luggage storage are provided by the hotel.Why should you stay here? With various sights in the vicinity of the hotel, Palace on Steps offers spiritual tranquillity to the chaos of the bustling city of Varanasi.",,,14.0,http://stay-imgs.stayzilla.com/resize/1200x800/14988/330100.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14988/330084.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14988/330074.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14988/330076.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14988/330078.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14988/330080.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14988/330082.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14988/330086.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14988/330088.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14988/330090.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14988/330092.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14988/330094.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14988/330096.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14988/330098.jpg,,,25.3051186,83.0094376,2 Adults 2 Kids,https://www.stayzilla.com/stays/palace-on-steps-14988?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Bangali Tola, Varanasi",14988,Palace on Steps,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Standard Non AC Single/Double,,Not Verified,Hotel Kameshut|Hotel Ganesha|Hotel Sri Ram International|Hotel Chandra,www.stayzilla.com,,"All taxes|Complimentary Breakfast|Complimentary Wifi.|Kindly Note:-|Above tariff is not applicable during festival time,Long weekends and Govt. holidays.",28657b95a4ddad9cd7a37be9f8e0b660,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Veg Only|AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? Ishan Homestay offers individual hospitality in a sacred city. The hotel offers basic amenities like medical services, room service, doctor-on-call, laundry services, and ticket booking for the guests. It is 29 km from Lal Bahadur Shastri International Airport, 8 km from Manduadih Railway Station and 6 km from Private Bus Stand.Why should you stay here? The hotel offers convenient accommodation and a relaxed time for the guests and they can visit holy places in the city.",,,26.0,http://stay-imgs.stayzilla.com/resize/1200x800/44470/752332.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548650.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548608.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548610.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548614.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548620.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548622.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548628.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548630.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548632.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548634.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548636.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548638.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548640.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548644.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548646.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548648.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548654.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548656.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548662.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548670.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/548672.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/752316.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/752318.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/752320.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44470/752326.jpg,,,25.2848167,83.0055695,2 Adults 2 Kids,https://www.stayzilla.com/stays/ishan-home-stay-44470?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Anandbagh, Varanasi",44470,Ishan Home stay,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Ordinary Non AC Double (Outside,,Verified,,www.stayzilla.com,,All taxes.|Complementary Breakfast only for A/c room.|Complementary Wifi,c63f75e12b067a9719bce87d7dc14f34,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|Parking|AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? The Garden Lodge is an accommodation facility that offers comfortable and well-furnished rooms, categorised as single bed, double bed, and four bedded rooms. It provides room service, well equipped business center, and travel desk. It is barely half a kilometre away from the Kashi Vishwanath Temple and around 5 km from the river Ganga. This prime location gives one easy access to restaurants, commercial centers, and pilgrimage sites.Why should you stay here? This hotel provides clean and comfortable accommodation at a prime location near many commercial and pilgrimage areas.",,,18.0,http://stay-imgs.stayzilla.com/resize/1200x800/33672/456562.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33672/456536.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33672/456528.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33672/456530.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33672/456532.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33672/456534.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33672/456538.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33672/456540.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33672/456542.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33672/456544.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33672/456546.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33672/456548.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33672/456550.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33672/456552.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33672/456554.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33672/456556.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33672/456558.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/33672/456560.jpg,,,25.3083954,83.0062027,1 Adult 1 Kid,https://www.stayzilla.com/stays/garden-lodge-33672?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Jangambari Road, Varanasi",33672,Garden Lodge,Lodge,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Single Non-A/C Rooms,,Not Verified,JK International Hotel|Gangotri Hotel|Hotel Shagun Palace|Ganga Fuji Home,www.stayzilla.com,,All taxes.|Complimentary wifi.|Kindly Note:-|Extra bed will provided at additional charges that has to be paid to the hotel management at the time of direct check-in.,68a112c5da5b02baee70dc53ef41f782,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? Located in proximity to Man Sarovar Road in Varanasi, Leela Guest House offers essential amenities like luggage storage, tour desk, shared lounge, garden, free Wi-Fi access, and outdoor activities like cycling. It offers a fine in-house restaurant that serves Continental and Indian cuisines. It offers well-appointed rooms with in-room amenities like room service, terrace, seating area, and fan. The hotel is only around 800 meters away from famous tourist attractions like Kashi Vishwanath Temple and Dashashwamedh Ghat. The bus station as well as Varanasi Cantonment Railway Station are approximately 4 km away from the guest house.Why should you stay here? Location is a major USP for this guest house as guests can easily access popular tourist destinations as well as the railway station and bus station from the hotel.",,,14.0,http://stay-imgs.stayzilla.com/resize/1200x800/48938/297456.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48938/286224.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48938/286226.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48938/286228.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48938/286230.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48938/286232.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48938/286236.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48938/297416.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48938/297438.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48938/297440.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48938/297442.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48938/297444.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48938/297446.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/48938/297454.jpg,,,25.3020344,83.0074997,2 Adults 2 Kids,https://www.stayzilla.com/stays/leela-guest-house-48938?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"raja Ghat, Varanasi",48938,Leela Guest House,House,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Standard Non A/c Double sharing,,Not Verified,Shanti Rest House|M K P Guest House|Somit Paying Guest House|Sanskriti Paying Guest House,www.stayzilla.com,,All taxes.|Complimentary WiFi.|Kindly Note:|Extra bed will be provided at additional charges that has to be paid to the hotel management at the time of direct check-in.,3a8c911440bf07bebbdba24589be11cd,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? Comprising 7 rooms, Shubh Laxmi Guest House offers guests a comfortable stay through its good selection of in-room facilities and services. Rooms in this guest house are simply furnished, but come with essential amenities such as comfortable bed, fan, private bathroom with hot water supply, and TV. The guest house also provides 24-hour front desk, doctor on call, taxi rental, railway station transfers, internet, free parking, tour desk for arranging day trips, laundry, and ironing services. Shubh Laxmi Guest House has an in-house restaurant that serves Indian and international fare. It is located at a convenient distance from Dashashwamedh Ghat (150m) and Sankat Mochan Temple (5km).Why should you stay here? Pilgrims will find Shubh Laxmi Guest comfortable and reasonable.",,,14.0,http://stay-imgs.stayzilla.com/resize/1200x800/47506/347806.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47506/347696.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47506/347706.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47506/347716.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47506/347718.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47506/347720.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47506/347722.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47506/347744.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47506/347752.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47506/347758.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47506/347760.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47506/347764.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47506/347786.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47506/347804.jpg,,,25.3073311,83.0045242,2 Adults 2 Kids,https://www.stayzilla.com/stays/shubh-laxmi-guest-house-47506?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Govindpura, Varanasi",47506,Shubh Laxmi Guest House,House,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,One Day use room Any 5 hours,,Not Verified,,www.stayzilla.com,,All taxes.,ebf4bbc95b3c146a627ff54d1c24160d,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? Mangla Guest House is a cosy, family-run property that is located strategically at Bengali Tola in the holy city of Varanasi. It is located in proximity to famous ghats like Dasashwamedh Ghat and Chausalti Ghât. There are quite a few small handicraft shops around the property where the guests can shop for souvenirs. The property offers amenities like massage service, complimentary Wi-Fi facility, air conditioners, fan, breakfast services, hot water supply, and shower facilities. There are many fine restaurants in the neighbourhood of this guesthouse.Why should you stay here? The property is close to the ghats and several eating joints and is a perfect abode to stay with ones family while visiting the holy city.",,,10.0,http://stay-imgs.stayzilla.com/resize/1200x800/47542/347468.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47542/347460.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47542/347436.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47542/347438.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47542/347454.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47542/347456.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47542/347458.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47542/347462.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47542/347464.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47542/347466.jpg,,,25.3053379,83.0080109,2 Adults 2 Kids,https://www.stayzilla.com/stays/mangla-guest-house-47542?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Bangali Tola, Varanasi",47542,Mangla Guest House,House,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Double Non-A/C Rooms,,Not Verified,Golden Lodge|Monu Family Guest House|Tripathi Paying Guest House|Prakash Guest House,www.stayzilla.com,,All taxes.|Complimentary WiFi.|Complimentary Breakfast For Only on Suite A/c Room.and Maharaja A/c Room.,17ba5faa12898de37d3072a73ad33189,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,Veg Only|Parking|AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? Rahul Guest House is located on the banks of River Ganga. The main attractions are the sunrise-view rooms and a restaurant on the roof with a view of Ganga . The hotel offers amenities like a restaurant, hot and cold shower rooms, a spa, yoga meditation, daily laundry service, and caters massage services. It also provides free Wi-Fi within the vicinity. The hotel is 8.1 km away from Manduadih Railway Station and 30.4 km away from Lal Bahadur Shastri International Airport.Why should you stay here? Gayatri Shakti Peeth, Swami Ravidas Gate, and Mahadev Temple are some of the famous temples near the hotel.",,,,,,,25.2819576,83.0096741,2 Adults 2 Kids,https://www.stayzilla.com/stays/rahul-guest-house-48536?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Nagwa, Lanka, Varanasi",48536,Rahul Guest House,House,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Double Non-A/C Rooms,,Not Verified,Suraj Guest House|Prabha Paying Guest House|Prabha Villa Paying Guest House|Alka Hotel,www.stayzilla.com,,All taxes.|Complimentary Wifi|Complementary Breakfast only for 3 Bedded Family Non A/c Room and Best View A/c Double|Kindly Note :|Extra Bed will be Provided at additional charges that has to be paid to the hotel management at time of direct Check in.,f781be7336800e05527e4fd10747d5c2,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,,,,,,,,25.2792358,83.0006485,2 Adults 2 Kids,https://www.stayzilla.com/stays/kumar-guest-house-48908?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Saket Nagar Colony, Varanasi",48908,Kumar Guest House,House,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Double Bed Without Cooler,,Not Verified,,www.stayzilla.com,,All taxes.|Kindly Note:|Extra bed will be provided on additional charges that has to be paid to the hotel management at the time of direct check in.,242cf2e5fc9204130561ae43fbbeff1d,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? Sri Yoga Mandir Guest House offers a peaceful stay when on a pilgrimage. The 15 rooms on this property come with basic amenities to make your stay comfortable. In room amenities include AC, plush sofa, attached bathroom with free toiletries ,and shower and balcony with garden, or river view. In addition, the guest house provides car and bicycle rental service, luggage storage and valet parking service, laundry, ironing and dry cleaning service, 24 hour front desk, and free Wi-Fi access facilities. The guest house also has an in-house restaurant that provides packed lunch facility. Dashashwamedh Ghat, Kashi Vishwanath Temple and Sarnath Buddhist Temple are tourist hotspots nearbyWhy should you stay here? For its convenient location and good facilities, pilgrims will find Sri Yoga Mandir Guest House suitable for short trips.",,,13.0,http://stay-imgs.stayzilla.com/resize/1200x800/47580/470726.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47580/289914.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47580/289910.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47580/289912.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47580/289916.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47580/289918.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47580/289922.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47580/289926.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47580/289928.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47580/289930.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47580/470720.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47580/470722.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/47580/470724.jpg,,,25.2798195,83.0079727,2 Adults 2 Kids,https://www.stayzilla.com/stays/sri-yoga-mandir-guest-house-47580?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Nagwa, Varanasi",47580,Sri Yoga Mandir Guest House,House,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Normal Double Room,,Not Verified,Somit Paying Guest House|Sanskriti Paying Guest House|Rudra Guest House|Shri Venkateshwar Lodge,www.stayzilla.com,,All taxes.,7fe9299fe58a66bf4f338949391f245c,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Free Breakfast|Newspaper,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"Located close to the river bank and proximal to many restaurants, banks and temples expound Sabah Homestay. We provide spotless and fully furnished Single Non-AC rooms with a balcony and attached bathroom facility. We have equipped this homestay with state-of-the-art facilities including geyser, room heater, fridge, safe locker, newspaper, WiFi and vegetarian breakfast. Our homestay is proximal to the famous Kashi Vishwanath Temple(4 km), Manikarma Ghat (4.4 km), Dashashwamegh ghat (4 km), Assi ghat (5.1 km) and Manmandir ghat (4 km). Travelling to any place around will be hassle-free from Sabah and stay relaxed to ease up your strenuous day.Room is well-lit, is on the main road, faces East. The 2 big windows open towards the East and South enabling one to witness both Sunrise and Sunset.",,,1.0,http://stay-imgs.stayzilla.com/resize/1200x800/105454/832396.jpg,,,25.3145123,82.9777298,2 Adults 1 Kid,https://www.stayzilla.com/stays/sabah-homestay-105454?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Susuwahi, Varanasi",105454,Sabah Homestay,Homestay,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Single Non AC,,Verified,Sakila Homestay,www.stayzilla.com,,All taxes.,9de559441f1933aad94a3bae0a9c282b,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,Card Payment|Elevator|Parking|AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? Hotel Pratap Palace offers AC and Non-AC rooms. Visitors can sip a hot cup of coffee at the coffee shop and eat at the dining area. The check-in and check out time is at 12 noon. Other facilities include TV, telephone, hot water, complimentary toiletries, room service, doctor-on-call, and taxi service. Guests can also avail pick-up and drop facility at an additional charge. The hotel is close to Kashi Vishwanath Mandir, IP mall, and Bharat Mata Mandir.Why should you stay here? Hotel Pratap Palace provides value for money. It has many amenities and it is located at Varanasi. It is a budget hotel that is ideal for travellers like backpackers and families.",,,,,,,25.303648,82.9850998,1 Adult 1 Kid,https://www.stayzilla.com/stays/hotel-pratap-palace-33258?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Cantonment, Varanasi",33258,Hotel Pratap Palace,Hotel,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Single A/C Rooms,,Not Verified,Hotel Padmini International|Hotel Dolphin International|Hotel OK International|Sanjay Motel,www.stayzilla.com,,All taxes.|Complementary Break fast fro executive room,6975203d842075622adccf3007c6e95e,1,0,1
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Free Breakfast|Newspaper|AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,,,,7.0,http://stay-imgs.stayzilla.com/resize/1200x800/75186/851702.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/75186/851646.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/75186/851656.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/75186/851692.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/75186/851694.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/75186/851696.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/75186/851698.jpg,,,25.3048286,82.9820709,2 Adults 2 Kids,https://www.stayzilla.com/stays/aashray-homestay-75186?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Gangapuri, Varanasi",75186,Aashray Homestay,Homestay,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Double A/C Rooms,,Verified,,www.stayzilla.com,,All taxes.|Complimentary Breakfast & Wifi.|Kindly Note:|Extra bed will be provided at additional charges that has to be paid to the hotel management at the time of direct check-in.,c8abb81d91d1bd22cb92bd56f02a9e85,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,AC,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,"What should you know? Om Sai Guest House is conveniently located on Lanka Main Road in Varanasi. Its rooms are categorised into Deluxe and Standard for comfortable accommodation. It boasts of 20 well-appointed guest rooms with amenities like wireless internet access, attached bathrooms, wardrobe, ceiling fan, desk, and television. It offers a host of facilities like car rental service, private sightseeing, smoking rooms, gardens, Wi-Fi facility, laundry service, room service, airport transportation, parking space, and currency exchange facility. The guest house is located in proximity to prominent tourist attractions like Bharat Kala Bhawan Museum, Varanasi Palace, Vishwanath Temple, and Banaras Hindu University.Why should you stay here? It is a budget property, which is suitable for bikers, tourists, and pilgrims visiting the city.",,,0.0,,,,25.2792683,83.0028763,1 Adult 2 Kids,https://www.stayzilla.com/stays/om-sai-guest-house-48836?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Saket Nagar Colony, Varanasi",48836,Om Sai Guest House,House,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Dormitory Non AC Single,,Not Verified,K-Shree Paying Guest House|Shri Guest House|Zostel Varanasi|A2Z Guest House,www.stayzilla.com,,All taxes.|Kindly Note:|Extra bed will be provided at additional charges that has to be paid at the hotel management at the time of direct check-in.,64686b1afc69777b3102b668fc1811a1,0,0,0
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,04-08-2016,05-08-2016,Varanasi,India,2016-07-20,,,,3.0,http://stay-imgs.stayzilla.com/resize/1200x800/90740/598098.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/90740/598096.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/90740/598094.jpg,,,25.2972698,83.0044785,2 Adults 2 Kids,https://www.stayzilla.com/stays/natraj-inn-paying-guest-house-90740?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"avadhgarvi shivala godaulia road, Varanasi",90740,Natraj Inn Paying Guest House,House,2016-07-20 12:10:45 +0000,2016-07-20 12:10:45 +0000,,Double Non AC Room,,Not Verified,JK International Hotel|Gangotri Hotel|Ganga Fuji Home|Hotel Vaibhav,www.stayzilla.com,,All taxes.|Complimentary WiFi.,679e3646c130538200ff97fc5ed7766b,0,0,0
